"","text","favorited","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","retweeted","longitude","latitude"
"1","RT @oceanclub: @eilisohanlon @stonyjim @vonprond Eilis, I'm from Pearse St and even I can tell a Chardonnay (smells like cat's pee) from soÖ",FALSE,NA,2013-08-08 11:48:18,FALSE,NA,"365439320250793985",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÆ</a>","KarenMMcCormack",2,FALSE,NA,NA
"2","ì@roystbaggage: 'Go to your Auntie Chardonnay and she will help you piss up against that wall' - the scum of Dover.îwhat's this even mean ha",FALSE,"roystbaggage",2013-08-08 11:47:38,FALSE,"365436834400055296","365439153250373634","438433827","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","a_m_y_xo",0,FALSE,NA,NA
"3","Big thank you to Ian at Fowles wine for making me a Chardonnay drinker. @LadiesWhoShoot #wrongwayround http://t.co/KiA2StsOEO",FALSE,NA,2013-08-08 11:45:29,FALSE,NA,"365438612197752833",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","MSiddiqi",0,FALSE,NA,NA
"4","RT @oceanclub: @eilisohanlon @stonyjim @vonprond Eilis, I'm from Pearse St and even I can tell a Chardonnay (smells like cat's pee) from soÖ",FALSE,NA,2013-08-08 11:44:57,FALSE,NA,"365438480064577537",NA,"web","eilisohanlon",2,FALSE,NA,NA
"5","After to worst rain at night known, floating flip flops, we have woke to the hottest sun!! #pool #sunshine #Chardonnay #happyhols <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BC><ed><U+00BD><U+00B7><ed><U+00A0><U+00BC><ed><U+00BD><U+00BA><ed><U+00A0><U+00BD><ed><U+00B1><U+008B>",FALSE,NA,2013-08-08 11:42:18,FALSE,NA,"365437812415275008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","auchenhouse",0,FALSE,NA,NA
"6","@eilisohanlon @stonyjim @vonprond Eilis, I'm from Pearse St and even I can tell a Chardonnay (smells like cat's pee) from something else.",FALSE,"eilisohanlon",2013-08-08 11:38:45,FALSE,"365425067192094720","365436918462287872","135630141","web","oceanclub",2,FALSE,NA,NA
"7","'Go to your Auntie Chardonnay and she will help you piss up against that wall' - the scum of Dover.",FALSE,NA,2013-08-08 11:38:25,FALSE,NA,"365436834400055296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","roystbaggage",0,FALSE,NA,NA
"8","RT @vcveats: 446 Chardonnay http://t.co/ucSyVGev93 #winetourism",FALSE,NA,2013-08-08 11:36:42,FALSE,NA,"365436401333960706",NA,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>","bestwineries",2,FALSE,NA,NA
"9","#catenaalta #chardonnay still open on our tasting counter - #comeandexplore and tell us what you think!",FALSE,NA,2013-08-08 11:35:09,FALSE,NA,"365436012677181440",NA,"<a href=""http://www.majestic.co.uk"" rel=""nofollow"">Majestic Wine</a>","majestictun",0,FALSE,NA,NA
"10","Pls do""@kc_chardonnay: Hehehe, kumn ova!""@Kinbusorlah: See the way muslims are bringing food to our house :D""""",FALSE,NA,2013-08-08 11:32:51,FALSE,NA,"365435432416198656",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÆ</a>","Kinbusorlah",0,FALSE,NA,NA
